rank,arxiv_id,title,published_date,cited_by_count,total_score,abs_url
189,2511.09484,SPIDER: Scalable Physics-Informed Dexterous Retargeting,2025-11-12,20,4.044522,https://arxiv.org/abs/2511.09484
190,2510.17950,RoboChallenge: Large-scale Real-robot Evaluation of Embodied Policies,2025-10-20,20,4.044522,https://arxiv.org/abs/2510.17950
191,2509.26642,MLA: A Multisensory Language-Action Model for Multimodal Understanding and Forecasting in Robotic Manipulation,2025-09-30,20,4.044522,https://arxiv.org/abs/2509.26642
192,2509.22093,Action-aware Dynamic Pruning for Efficient Vision-Language-Action Manipulation,2025-09-26,20,4.044522,https://arxiv.org/abs/2509.22093
193,2509.15212,RynnVLA-001: Using Human Demonstrations to Improve Robot Manipulation,2025-09-18,20,4.044522,https://arxiv.org/abs/2509.15212
194,2508.02062,RICL: Adding In-Context Adaptability to Pre-Trained Vision-Language-Action Models,2025-08-04,20,4.044522,https://arxiv.org/abs/2508.02062
195,2507.05116,VOTE: Vision-Language-Action Optimization with Trajectory Ensemble Voting,2025-07-07,20,4.044522,https://arxiv.org/abs/2507.05116
196,2409.13174,Manipulation Facing Threats: Evaluating Physical Vulnerabilities in End-to-End Vision Language Action Models,2024-09-20,20,4.044522,https://arxiv.org/abs/2409.13174
197,2512.01809,Much Ado About Noising: Dispelling the Myths of Generative Robotic Control,2025-12-01,19,3.995732,https://arxiv.org/abs/2512.01809
198,2511.16651,InternData-A1: Pioneering High-Fidelity Synthetic Data for Pre-training Generalist Policy,2025-11-20,19,3.995732,https://arxiv.org/abs/2511.16651
199,2511.14659,NORA-1.5: A Vision-Language-Action Model Trained using World Model- and Action-based Preference Rewards,2025-11-18,19,3.995732,https://arxiv.org/abs/2511.14659
200,2510.26742,Running VLAs at Real-time Speed,2025-10-30,19,3.995732,https://arxiv.org/abs/2510.26742
201,2510.01642,FailSafe: Reasoning and Recovery from Failures in Vision-Language-Action Models,2025-10-02,19,3.995732,https://arxiv.org/abs/2510.01642
202,2507.14049,EdgeVLA: Efficient Vision-Language-Action Models,2025-07-18,19,3.995732,https://arxiv.org/abs/2507.14049
203,2601.05230,Learning Latent Action World Models In The Wild,2026-01-08,18,3.944439,https://arxiv.org/abs/2601.05230
204,2512.22539,VLA-Arena: An Open-Source Framework for Benchmarking Vision-Language-Action Models,2025-12-27,18,3.944439,https://arxiv.org/abs/2512.22539
205,2511.04665,Real-to-Sim Robot Policy Evaluation with Gaussian Splatting Simulation of Soft-Body Interactions,2025-11-06,18,3.944439,https://arxiv.org/abs/2511.04665
206,2511.04555,Evo-1: Lightweight Vision-Language-Action Model with Preserved Semantic Alignment,2025-11-06,18,3.944439,https://arxiv.org/abs/2511.04555
207,2510.18135,World-in-World: World Models in a Closed-Loop World,2025-10-20,18,3.944439,https://arxiv.org/abs/2510.18135
208,2506.10826,RationalVLA: A Rational Vision-Language-Action Model with Dual System,2025-06-12,18,3.944439,https://arxiv.org/abs/2506.10826
209,2505.13888,InSpire: Vision-Language-Action Models with Intrinsic Spatial Reasoning,2025-05-20,18,3.944439,https://arxiv.org/abs/2505.13888
210,2601.07823,"Video Generation Models in Robotics -- Applications, Research Challenges, Future Directions",2026-01-12,17,3.890372,https://arxiv.org/abs/2601.07823
211,2512.11891,VLSA: Vision-Language-Action Models with Plug-and-Play Safety Constraint Layer,2025-12-09,17,3.890372,https://arxiv.org/abs/2512.11891
212,2511.15704,In-N-On: Scaling Egocentric Manipulation with in-the-wild and on-task Data,2025-11-19,17,3.890372,https://arxiv.org/abs/2511.15704
213,2511.13648,PhysX-Anything: Simulation-Ready Physical 3D Assets from Single Image,2025-11-17,17,3.890372,https://arxiv.org/abs/2511.13648
214,2511.11520,Scalable Policy Evaluation with Video World Models,2025-11-14,17,3.890372,https://arxiv.org/abs/2511.11520
215,2511.07416,Robot Learning from a Physical World Model,2025-11-10,17,3.890372,https://arxiv.org/abs/2511.07416
216,2510.20813,GSWorld: Closed-Loop Photo-Realistic Simulation Suite for Robotic Manipulation,2025-10-23,17,3.890372,https://arxiv.org/abs/2510.20813
217,2510.17111,Efficient Vision-Language-Action Models for Embodied Manipulation: A Systematic Survey,2025-10-20,17,3.890372,https://arxiv.org/abs/2510.17111
218,2510.07152,DPL: Depth-only Perceptive Humanoid Locomotion via Realistic Depth Synthesis and Cross-Attention Terrain Reconstruction,2025-10-08,17,3.890372,https://arxiv.org/abs/2510.07152
219,2508.15201,Survey of Vision-Language-Action Models for Embodied Manipulation,2025-08-21,17,3.890372,https://arxiv.org/abs/2508.15201
220,2505.11920,H2R: A Human-to-Robot Data Augmentation for Robot Pre-training from Videos,2025-05-17,17,3.890372,https://arxiv.org/abs/2505.11920
221,2405.17418,A Self-Correcting Vision-Language-Action Model for Fast and Slow System Manipulation,2024-05-27,17,3.890372,https://arxiv.org/abs/2405.17418
222,2402.17511,Rethinking Mutual Information for Language Conditioned Skill Discovery on Imitation Learning,2024-02-27,17,3.890372,https://arxiv.org/abs/2402.17511
223,2603.02115,Robometer: Scaling General-Purpose Robotic Reward Models via Trajectory Comparisons,2026-03-02,16,3.833213,https://arxiv.org/abs/2603.02115
224,2511.12436,RoboAfford++: A Generative AI-Enhanced Dataset for Multimodal Affordance Learning in Robotic Manipulation and Navigation,2025-11-16,16,3.833213,https://arxiv.org/abs/2511.12436
225,2511.15669,DeepThinkVLA: Enhancing Reasoning Capability of Vision-Language-Action Models,2025-10-31,16,3.833213,https://arxiv.org/abs/2511.15669
226,2511.00153,EgoMI: Learning Active Vision and Whole-Body Manipulation from Egocentric Human Demonstrations,2025-10-31,16,3.833213,https://arxiv.org/abs/2511.00153
227,2510.09459,Failure Prediction at Runtime for Generative Robot Policies,2025-10-10,16,3.833213,https://arxiv.org/abs/2510.09459
228,2509.02055,Align-Then-stEer: Adapting the Vision-Language Action Models through Unified Latent Guidance,2025-09-02,16,3.833213,https://arxiv.org/abs/2509.02055
229,2501.09783,GeoManip: Geometric Constraints as General Interfaces for Robot Manipulation,2025-01-16,16,3.833213,https://arxiv.org/abs/2501.09783
230,2412.00171,RoboMatrix: A Skill-centric Hierarchical Framework for Scalable Robot Task Planning and Execution in Open-World,2024-11-29,16,3.833213,https://arxiv.org/abs/2412.00171
231,2603.04639,RoboMME: Benchmarking and Understanding Memory for Robotic Generalist Policies,2026-03-04,15,3.772589,https://arxiv.org/abs/2603.04639
232,2602.12063,VLAW: Iterative Co-Improvement of Vision-Language-Action Policy and World Model,2026-02-12,15,3.772589,https://arxiv.org/abs/2602.12063
233,2512.24497,What Drives Success in Physical Planning with Joint-Embedding Predictive World Models?,2025-12-30,15,3.772589,https://arxiv.org/abs/2512.24497
234,2511.15200,VIRAL: Visual Sim-to-Real at Scale for Humanoid Loco-Manipulation,2025-11-19,15,3.772589,https://arxiv.org/abs/2511.15200
235,2511.01331,RobustVLA: Robustness-Aware Reinforcement Post-Training for Vision-Language-Action Models,2025-11-03,15,3.772589,https://arxiv.org/abs/2511.01331
236,2510.27607,Dual-Stream Diffusion for World-Model Augmented Vision-Language-Action Model,2025-10-31,15,3.772589,https://arxiv.org/abs/2510.27607
237,2510.17439,From Spatial to Actions: Grounding Vision-Language-Action Model in Spatial Foundation Priors,2025-10-20,15,3.772589,https://arxiv.org/abs/2510.17439
238,2510.14930,VT-Refine: Learning Bimanual Assembly with Visuo-Tactile Feedback via Simulation Fine-Tuning,2025-10-16,15,3.772589,https://arxiv.org/abs/2510.14930
239,2509.14117,GeoAware-VLA: Implicit Geometry Aware Vision-Language-Action Model,2025-09-17,15,3.772589,https://arxiv.org/abs/2509.14117
240,2509.04063,Balancing Signal and Variance: Adaptive Offline RL Post-Training for VLA Flow Models,2025-09-04,15,3.772589,https://arxiv.org/abs/2509.04063
241,2506.14317,ClutterDexGrasp: A Sim-to-Real System for General Dexterous Grasping in Cluttered Scenes,2025-06-17,15,3.772589,https://arxiv.org/abs/2506.14317
242,2412.14058,What Matters in Building Vision-Language-Action Models for Generalist Robots,2024-12-18,15,3.772589,https://arxiv.org/abs/2412.14058
243,2603.01229,RMBench: Memory-Dependent Robotic Manipulation Benchmark with Insights into Policy Design,2026-03-01,14,3.70805,https://arxiv.org/abs/2603.01229
244,2601.14550,TacUMI: A Multi-Modal Universal Manipulation Interface for Contact-Rich Tasks,2026-01-21,14,3.70805,https://arxiv.org/abs/2601.14550
245,2511.15605,SRPO: Self-Referential Policy Optimization for Vision-Language-Action Models,2025-11-19,14,3.70805,https://arxiv.org/abs/2511.15605
246,2511.07732,ViPRA: Video Prediction for Robot Actions,2025-11-11,14,3.70805,https://arxiv.org/abs/2511.07732
247,2511.00940,URDF-Anything: Constructing Articulated Objects with 3D Multimodal Language Model,2025-11-02,14,3.70805,https://arxiv.org/abs/2511.00940
248,2510.11258,DemoHLM: From One Demonstration to Generalizable Humanoid Loco-Manipulation,2025-10-13,14,3.70805,https://arxiv.org/abs/2510.11258
249,2509.22643,VLA-Reasoner: Empowering Vision-Language-Action Models with Reasoning via Online Monte Carlo Tree Search,2025-09-26,14,3.70805,https://arxiv.org/abs/2509.22643
250,2509.22407,EMMA: Generalizing Real-World Robot Manipulation via Generative Visual Transfer,2025-09-26,14,3.70805,https://arxiv.org/abs/2509.22407
251,2509.18428,Latent Action Pretraining Through World Modeling,2025-09-22,14,3.70805,https://arxiv.org/abs/2509.18428
252,2508.19257,TTF-VLA: Temporal Token Fusion via Pixel-Attention Integration for Vision-Language-Action Models,2025-08-15,14,3.70805,https://arxiv.org/abs/2508.19257
253,2508.07650,GraphCoT-VLA: A 3D Spatial-Aware Reasoning Vision-Language-Action Model for Robotic Manipulation with Ambiguous Instructions,2025-08-11,14,3.70805,https://arxiv.org/abs/2508.07650
254,2506.03574,SwitchVLA: Execution-Aware Task Switching for Vision-Language-Action Models,2025-06-04,14,3.70805,https://arxiv.org/abs/2506.03574
255,2505.21906,ChatVLA-2: Vision-Language-Action Model with Open-World Embodied Reasoning from Pretrained Knowledge,2025-05-28,14,3.70805,https://arxiv.org/abs/2505.21906
256,2505.14030,AutoBio: A Simulation and Benchmark for Robotic Automation in Digital Biology Laboratory,2025-05-20,14,3.70805,https://arxiv.org/abs/2505.14030
257,2603.08546,Interactive World Simulator for Robot Policy Training and Evaluation,2026-03-09,13,3.639057,https://arxiv.org/abs/2603.08546
258,2601.11404,ACoT-VLA: Action Chain-of-Thought for Vision-Language-Action Models,2026-01-16,13,3.639057,https://arxiv.org/abs/2601.11404
259,2601.04061,CLAP: Contrastive Latent Action Pretraining for Learning Vision-Language-Action Models from Human Videos,2026-01-07,13,3.639057,https://arxiv.org/abs/2601.04061
260,2601.03044,SOP: A Scalable Online Post-Training System for Vision-Language-Action Models,2026-01-06,13,3.639057,https://arxiv.org/abs/2601.03044
261,2512.24653,"RoboMIND 2.0: A Multimodal, Bimanual Mobile Manipulation Dataset for Generalizable Embodied Intelligence",2025-12-31,13,3.639057,https://arxiv.org/abs/2512.24653
262,2512.23703,Robo-Dopamine: General Process Reward Modeling for High-Precision Robotic Manipulation,2025-12-29,13,3.639057,https://arxiv.org/abs/2512.23703
263,2512.16881,PolaRiS: Scalable Real-to-Sim Evaluations for Generalist Robot Policies,2025-12-18,13,3.639057,https://arxiv.org/abs/2512.16881
264,2512.10958,WorldLens: Full-Spectrum Evaluations of Driving World Models in Real World,2025-12-11,13,3.639057,https://arxiv.org/abs/2512.10958
265,2512.08931,Astra: General Interactive World Model with Autoregressive Denoising,2025-12-09,13,3.639057,https://arxiv.org/abs/2512.08931
266,2512.07464,Gait-Adaptive Perceptive Humanoid Locomotion with Real-Time Under-Base Terrain Reconstruction,2025-12-08,13,3.639057,https://arxiv.org/abs/2512.07464
267,2512.07237,Unified Camera Positional Encoding for Controlled Video Generation,2025-12-08,13,3.639057,https://arxiv.org/abs/2512.07237
268,2511.10110,Learning a Thousand Tasks in a Day,2025-11-13,13,3.639057,https://arxiv.org/abs/2511.10110
269,2510.23511,Dexbotic: Open-Source Vision-Language-Action Toolbox,2025-10-27,13,3.639057,https://arxiv.org/abs/2510.23511
270,2510.13237,Model-agnostic Adversarial Attack and Defense for Vision-Language-Action Models,2025-10-15,13,3.639057,https://arxiv.org/abs/2510.13237
271,2603.10448,DiT4DiT: Jointly Modeling Video Dynamics and Actions for Generalizable Robot Control,2026-03-11,12,3.564949,https://arxiv.org/abs/2603.10448
272,2602.09153,SceneSmith: Agentic Generation of Simulation-Ready Indoor Scenes,2026-02-09,12,3.564949,https://arxiv.org/abs/2602.09153
273,2601.05248,LaST$_{0}$: Latent Spatio-Temporal Chain-of-Thought for Robotic Vision-Language-Action Model,2026-01-08,12,3.564949,https://arxiv.org/abs/2601.05248
274,2512.13080,Spatial-Aware VLA Pretraining through Visual-Physical Alignment from Human Videos,2025-12-15,12,3.564949,https://arxiv.org/abs/2512.13080
275,2512.04952,FASTer: Toward Efficient Autoregressive Vision Language Action Modeling via Neural Action Tokenization,2025-12-04,12,3.564949,https://arxiv.org/abs/2512.04952
276,2511.19433,Mixture of Horizons in Action Chunking,2025-11-24,12,3.564949,https://arxiv.org/abs/2511.19433
277,2511.17889,MobileVLA-R1: Reinforcing Vision-Language-Action for Mobile Robots,2025-11-22,12,3.564949,https://arxiv.org/abs/2511.17889
278,2511.09516,MAP-VLA: Memory-Augmented Prompting for Vision-Language-Action Model in Robotic Manipulation,2025-11-12,12,3.564949,https://arxiv.org/abs/2511.09516
279,2510.26536,"RoboOS-NeXT: A Unified Memory-based Framework for Lifelong, Scalable, and Robust Multi-Robot Collaboration",2025-10-30,12,3.564949,https://arxiv.org/abs/2510.26536
280,2510.18316,MoMaGen: Generating Demonstrations under Soft and Hard Constraints for Multi-Step Bimanual Mobile Manipulation,2025-10-21,12,3.564949,https://arxiv.org/abs/2510.18316
281,2510.14836,QDepth-VLA: Quantized Depth Prediction as Auxiliary Supervision for Vision-Language-Action Models,2025-10-16,12,3.564949,https://arxiv.org/abs/2510.14836
282,2510.11027,Vlaser: Vision-Language-Action Model with Synergistic Embodied Reasoning,2025-10-13,12,3.564949,https://arxiv.org/abs/2510.11027
283,2510.05681,Verifier-free Test-Time Sampling for Vision Language Action Models,2025-10-07,12,3.564949,https://arxiv.org/abs/2510.05681
284,2603.10232,Hierarchical Task Model Predictive Control for Sequential Mobile Manipulation Tasks,2026-03-10,11,3.484907,https://arxiv.org/abs/2603.10232
285,2602.15827,Perceptive Humanoid Parkour: Chaining Dynamic Human Skills via Motion Matching,2026-02-17,11,3.484907,https://arxiv.org/abs/2602.15827
286,2602.10106,EgoHumanoid: Unlocking In-the-Wild Loco-Manipulation with Robot-Free Egocentric Demonstration,2026-02-10,11,3.484907,https://arxiv.org/abs/2602.10106
287,2602.09849,BagelVLA: Enhancing Long-Horizon Manipulation via Interleaved Vision-Language-Action Generation,2026-02-10,11,3.484907,https://arxiv.org/abs/2602.09849
288,2602.07845,Recurrent-Depth VLA: Implicit Test-Time Compute Scaling of Vision-Language-Action Models via Latent Iterative Reasoning,2026-02-08,11,3.484907,https://arxiv.org/abs/2602.07845
289,2602.02473,HumanX: Toward Agile and Generalizable Humanoid Interaction Skills from Human Videos,2026-02-02,11,3.484907,https://arxiv.org/abs/2602.02473
290,2601.12993,Being-H0.5: Scaling Human-Centric Robot Learning for Cross-Embodiment Generalization,2026-01-19,11,3.484907,https://arxiv.org/abs/2601.12993
291,2601.02427,NitroGen: An Open Foundation Model for Generalist Gaming Agents,2026-01-04,11,3.484907,https://arxiv.org/abs/2601.02427
292,2512.22615,Dream-VL & Dream-VLA: Open Vision-Language and Vision-Language-Action Models with Diffusion Language Model Backbone,2025-12-27,11,3.484907,https://arxiv.org/abs/2512.22615
293,2512.21970,StereoVLA: Enhancing Vision-Language-Action Models with Stereo Vision,2025-12-26,11,3.484907,https://arxiv.org/abs/2512.21970
294,2512.15258,VLA-AN: An Efficient and Onboard Vision-Language-Action Framework for Aerial Navigation in Complex Environments,2025-12-17,11,3.484907,https://arxiv.org/abs/2512.15258
295,2512.10675,Evaluating Gemini Robotics Policies in a Veo World Simulator,2025-12-11,11,3.484907,https://arxiv.org/abs/2512.10675
296,2512.11908,Safe Learning for Contact-Rich Robot Tasks: A Survey from Classical Learning-Based Methods to Safe Foundation Models,2025-12-10,11,3.484907,https://arxiv.org/abs/2512.11908
297,2511.18810,MergeVLA: Cross-Skill Model Merging Toward a Generalist Vision-Language-Action Agent,2025-11-24,11,3.484907,https://arxiv.org/abs/2511.18810
298,2511.11478,Rethinking Progression of Memory State in Robotic Manipulation: An Object-Centric Perspective,2025-11-14,11,3.484907,https://arxiv.org/abs/2511.11478
299,2511.08585,Simulating the Visual World with Artificial Intelligence: A Roadmap,2025-11-11,11,3.484907,https://arxiv.org/abs/2511.08585
